delta,lat,lon,depth_top_cm,depth_bot_cm,soc,ph,clay,silt,sand,source
Sacramento,38.166666666666664,-121.3,25.0,41.0,2.9,5.85,15.8,52.3,31.9,WoSIS
Sacramento,38.166666666666664,-121.3,41.0,53.0,2.1,6.05,37.8,33.8,28.4,WoSIS
Sacramento,38.166666666666664,-121.3,53.0,66.0,1.9,6.35,36.7,31.6,31.7,WoSIS
Sacramento,38.166666666666664,-121.3,66.0,74.0,0.6,7.5,11.3,42.4,46.3,WoSIS
Sacramento,38.166666666666664,-121.3,74.0,122.0,0.5,7.75,16.3,37.3,46.4,WoSIS
Chao Phraya,13.75,100.61666666666666,0.0,10.0,22.5,4.3,64.0,31.0,5.0,WoSIS
Chao Phraya,13.75,100.61666666666666,10.0,20.0,22.8,4.3,59.0,35.0,6.0,WoSIS
Chao Phraya,13.20111111111111,100.94388888888888,0.0,28.0,15.4,6.0,8.0,23.0,69.0,WoSIS
Chao Phraya,13.20111111111111,100.94388888888888,28.0,44.0,9.9,5.9,16.0,25.0,59.0,WoSIS
Chao Phraya,13.20111111111111,100.94388888888888,44.0,75.0,3.2,5.6,22.0,22.0,56.0,WoSIS
Chao Phraya,13.20111111111111,100.94388888888888,75.0,120.0,1.6,5.4,27.0,16.0,57.0,WoSIS
Sacramento,37.6569442999999,-121.7258301,0.0,10.0,7.2,6.55,9.4,29.1,61.5,WoSIS
Sacramento,37.6569442999999,-121.7258301,10.0,30.0,5.8,6.8,9.3,30.2,60.5,WoSIS
Sacramento,37.6569442999999,-121.7258301,30.0,53.0,5.0,6.85,12.0,28.7,59.3,WoSIS
Sacramento,37.6569442999999,-121.7258301,53.0,71.0,3.6,7.05,11.4,27.1,61.5,WoSIS
Sacramento,37.6569442999999,-121.7258301,71.0,86.0,2.3,7.25,13.5,16.4,70.1,WoSIS
Sacramento,37.6569442999999,-121.7258301,86.0,152.0,1.3,7.15,13.1,5.8,81.1,WoSIS
Mississippi,30.6332779,-89.1778336,0.0,13.0,7.5,4.7,3.3,29.6,67.1,WoSIS
Mississippi,30.6332779,-89.1778336,13.0,30.0,4.6,4.8,11.8,28.0,60.2,WoSIS
Mississippi,30.6332779,-89.1778336,30.0,66.0,2.7,4.9,23.9,28.3,47.8,WoSIS
Mississippi,30.6332779,-89.1778336,66.0,97.0,1.2,4.9,27.7,36.6,35.7,WoSIS
Mississippi,30.6332779,-89.1778336,97.0,122.0,1.0,4.8,35.1,46.1,18.8,WoSIS
Mississippi,30.2769450999999,-91.0897216999999,0.0,13.0,35.9,6.4,48.3,41.5,10.2,WoSIS
Mississippi,30.2769450999999,-91.0897216999999,13.0,30.0,13.0,6.6,54.3,43.3,2.4,WoSIS
Mississippi,30.2769450999999,-91.0897216999999,30.0,50.0,8.8,7.3,68.8,29.2,2.0,WoSIS
Mississippi,30.2769450999999,-91.0897216999999,50.0,85.0,6.6,7.5,63.6,33.8,2.6,WoSIS
Mississippi,30.2769450999999,-91.0897216999999,85.0,132.0,6.8,7.8,66.4,29.6,4.0,WoSIS
Amazon,2.0167,-50.8,0.0,10.0,9.0,4.9,10.0,53.0,37.0,WoSIS
Amazon,2.0167,-50.8,40.0,70.0,1.0,4.9,27.0,46.0,27.0,WoSIS
Amazon,2.0167,-50.8,10.0,25.0,3.8,4.9,11.0,49.0,40.0,WoSIS
Amazon,2.0167,-50.8,70.0,110.0,1.3,4.9,30.0,54.0,16.0,WoSIS
Amazon,2.0167,-50.8,25.0,40.0,2.3,4.8,17.0,52.0,31.0,WoSIS
Amazon,-1.6,-51.95,30.0,70.0,7.4,4.9,81.0,11.0,8.0,WoSIS
Amazon,-1.6,-51.95,0.0,10.0,16.2,4.2,67.0,23.0,10.0,WoSIS
Amazon,-1.6,-51.95,70.0,100.0,4.8,5.1,81.0,12.0,7.0,WoSIS
Amazon,-1.6,-51.95,10.0,30.0,13.4,4.5,73.0,18.0,9.0,WoSIS
Mississippi,30.1708056,-90.9853056,0.0,16.0,12.1,5.6,14.1,72.1,13.8,WoSIS
Mississippi,30.1708056,-90.9853056,16.0,34.0,6.5,6.2,17.7,70.7,11.6,WoSIS
Mississippi,30.1708056,-90.9853056,34.0,68.0,4.7,7.3,21.5,62.7,15.8,WoSIS
Mississippi,30.1708056,-90.9853056,68.0,91.0,3.6,7.8,19.9,65.6,14.5,WoSIS
Mississippi,30.1708056,-90.9853056,91.0,107.0,2.8,7.8,16.9,72.7,10.4,WoSIS
Rhine-Meuse,52.432175,4.61477,0.0,8.0,25.5,5.1,1.0,1.1,97.9,WoSIS
Rhine-Meuse,52.432175,4.61477,8.0,40.0,6.3,7.1,1.4,0.6,98.0,WoSIS
Rhine-Meuse,52.432175,4.61477,40.0,155.0,0.3,8.3,0.7,0.7,98.6,WoSIS
Limpopo,-24.875833,33.453611,0.0,16.0,110.4,5.8,23.2,28.5,48.3,WoSIS
Limpopo,-24.875833,33.453611,16.0,41.0,49.1,5.9,23.7,28.0,48.3,WoSIS
Limpopo,-24.875833,33.453611,41.0,77.0,20.8,5.7,27.3,6.9,65.8,WoSIS
Limpopo,-24.875833,33.453611,77.0,110.0,2.9,5.8,28.8,3.9,67.3,WoSIS
Limpopo,-25.086111,33.468611,0.0,30.0,320.8,4.3,4.0,17.1,78.9,WoSIS
Limpopo,-25.086111,33.468611,30.0,60.0,399.4,4.2,1.1,8.9,90.0,WoSIS
Limpopo,-25.086111,33.468611,60.0,100.0,435.8,4.3,0.2,8.9,90.9,WoSIS
Limpopo,-24.876389,33.518611,0.0,24.0,2.3,5.2,1.8,1.4,96.8,WoSIS
Limpopo,-24.876389,33.518611,24.0,80.0,2.3,4.5,2.8,2.2,95.0,WoSIS
Limpopo,-24.876389,33.518611,80.0,135.0,0.6,4.8,4.0,1.4,94.6,WoSIS
Limpopo,-25.115,33.631944,0.0,18.0,26.6,6.6,68.6,14.1,17.3,WoSIS
Limpopo,-25.115,33.631944,18.0,44.0,22.0,7.0,74.7,17.3,8.0,WoSIS
Limpopo,-25.115,33.631944,44.0,64.0,14.5,7.0,83.4,14.2,2.4,WoSIS
Limpopo,-25.115,33.631944,64.0,85.0,11.6,7.0,86.5,10.5,3.0,WoSIS
Limpopo,-25.115,33.631944,85.0,120.0,0.6,7.5,3.4,0.9,95.7,WoSIS
Limpopo,-25.073889,33.700556,0.0,26.0,38.7,6.2,3.4,9.0,87.6,WoSIS
Limpopo,-25.073889,33.700556,26.0,40.0,1.7,6.6,0.7,7.1,92.2,WoSIS
Senegal,16.39997,-16.00728,0.0,5.0,10.0,5.5,27.0,49.0,24.0,WoSIS
Senegal,16.39997,-16.00728,5.0,12.0,12.8,5.5,34.0,47.0,19.0,WoSIS
Senegal,16.39997,-16.00728,12.0,24.0,2.4,6.2,32.0,46.0,22.0,WoSIS
Senegal,16.39997,-16.00728,24.0,37.0,2.7,5.8,45.0,44.0,11.0,WoSIS
Senegal,16.39997,-16.00728,37.0,48.0,0.6,5.0,6.0,12.0,82.0,WoSIS
Senegal,16.39997,-16.00728,48.0,80.0,1.7,5.0,7.0,59.0,34.0,WoSIS
Yellow River,37.15499496459961,119.22425842285156,0.0,20.0,2.3,7.9,13.0,3.0,84.0,WoSIS
Yellow River,37.15499496459961,119.22425842285156,20.0,40.0,1.9,7.7,14.0,2.0,84.0,WoSIS
Yellow River,37.15499496459961,119.22425842285156,40.0,60.0,1.6,7.7,11.0,6.0,83.0,WoSIS
Yellow River,37.15499496459961,119.22425842285156,60.0,100.0,1.8,7.7,12.0,11.0,77.0,WoSIS
Rhine-Meuse,52.00861111111111,4.814166666666667,0.0,24.0,122.9,4.9,56.0,42.0,2.0,WoSIS
Rhine-Meuse,52.00861111111111,4.814166666666667,24.0,34.0,86.8,5.5,75.0,24.0,1.0,WoSIS
Sacramento,38.3591652,-121.8772202,0.0,13.0,10.9,7.4,53.7,42.0,4.3,WoSIS
Sacramento,38.3591652,-121.8772202,13.0,53.0,7.9,8.25,54.8,42.0,3.2,WoSIS
Sacramento,38.3591652,-121.8772202,53.0,81.0,5.2,8.75,50.7,45.5,3.8,WoSIS
Sacramento,38.3591652,-121.8772202,81.0,102.0,3.0,8.7,45.2,51.3,3.5,WoSIS
Mississippi,29.8199997,-91.5088882,0.0,18.0,9.1,5.8,17.8,69.2,13.0,WoSIS
Mississippi,29.8199997,-91.5088882,18.0,25.0,11.2,5.9,22.5,67.7,9.8,WoSIS
Mississippi,29.8199997,-91.5088882,25.0,30.0,11.6,6.2,36.0,59.3,4.7,WoSIS
Mississippi,29.8199997,-91.5088882,30.0,46.0,8.9,6.4,37.0,59.2,3.8,WoSIS
Mississippi,29.8199997,-91.5088882,46.0,81.0,3.0,6.8,35.7,59.5,4.8,WoSIS
Mississippi,29.8199997,-91.5088882,81.0,112.0,3.1,6.8,37.7,59.4,2.9,WoSIS
Amazon,-0.7167,-48.5167,0.0,18.0,13.7,5.5,39.0,56.0,5.0,WoSIS
Amazon,-0.7167,-48.5167,18.0,38.0,8.2,5.0,35.0,57.0,8.0,WoSIS
Amazon,-0.7167,-48.5167,80.0,106.0,4.4,5.3,51.0,47.0,2.0,WoSIS
Amazon,-0.7167,-48.5167,35.0,80.0,5.9,4.4,47.0,47.0,6.0,WoSIS
Sacramento,38.22017288208,-122.356887817382,0.0,15.0,13.2,5.7,16.1,46.6,37.3,WoSIS
Sacramento,38.22017288208,-122.356887817382,15.0,38.0,8.0,5.9,18.0,45.3,36.7,WoSIS
Sacramento,38.22017288208,-122.356887817382,38.0,124.0,3.5,5.9,45.3,37.3,17.4,WoSIS
Mississippi,30.2242777999999,-91.2653611,0.0,10.0,17.4,6.5,60.3,39.2,0.5,WoSIS
Mississippi,30.2242777999999,-91.2653611,10.0,26.0,12.9,6.8,61.4,38.1,0.5,WoSIS
Mississippi,30.2242777999999,-91.2653611,26.0,57.0,12.3,7.0,61.5,38.1,0.4,WoSIS
Mississippi,30.2242777999999,-91.2653611,57.0,78.0,5.0,7.4,54.1,45.3,0.6,WoSIS
Mississippi,30.2242777999999,-91.2653611,78.0,100.0,4.4,7.9,69.5,30.2,0.3,WoSIS
Limpopo,-25.161111,33.3625,0.0,8.0,5.2,5.7,3.1,3.7,93.2,WoSIS
Limpopo,-25.161111,33.3625,8.0,37.0,2.9,5.2,0.7,2.0,97.3,WoSIS
Limpopo,-25.161111,33.3625,37.0,78.0,2.3,5.2,1.3,3.3,95.4,WoSIS
Limpopo,-25.161111,33.3625,78.0,99.0,1.2,5.3,3.3,0.3,96.4,WoSIS
Limpopo,-25.161111,33.3625,99.0,160.0,0.6,5.4,3.7,1.5,94.8,WoSIS
Limpopo,-24.829722,33.464444,0.0,20.0,15.7,6.5,55.0,36.0,9.0,WoSIS
Limpopo,-24.829722,33.464444,20.0,90.0,12.2,6.6,59.0,33.0,9.0,WoSIS
Limpopo,-24.829722,33.464444,90.0,160.0,7.0,7.5,65.0,33.0,3.0,WoSIS
Rhine-Meuse,51.29162533669717,3.923573003078291,,,6.959999999999999,5.4,11.5,40.5,45.9,BIS_Nederland
Rhine-Meuse,51.56556739510386,4.029422774474277,,,5.8,7.2,34.0,44.0,22.3,BIS_Nederland
Rhine-Meuse,51.53516959928191,4.384052945593676,,,18.56,5.4,4.5,27.5,68.0,BIS_Nederland
Rhine-Meuse,51.35118974511131,4.2230037369877,,,17.979999999999997,7.6,35.8,56.0,7.5,BIS_Nederland
Rhine-Meuse,51.32918561046506,4.163584919096367,,,40.02,7.7,22.0,36.7,41.3,BIS_Nederland
Rhine-Meuse,51.35012615537915,4.040855437834107,,,11.6,7.3,32.7,47.8,19.5,BIS_Nederland
Rhine-Meuse,51.28844157390708,3.993782249983606,,,19.72,7.0,6.2,11.2,77.1,BIS_Nederland
Rhine-Meuse,51.29145101516194,3.924008716862285,,,5.8,6.0,12.1,41.5,45.0,BIS_Nederland
Rhine-Meuse,51.33304003243672,3.9284178412634976,,,11.6,7.4,22.4,41.9,36.0,BIS_Nederland
Rhine-Meuse,51.2621090960648,3.900014201742132,,,24.94,7.4,7.2,8.2,81.1,BIS_Nederland
Rhine-Meuse,51.27609448610016,3.93969265666237,,,34.8,7.8,7.0,8.3,49.4,BIS_Nederland
Rhine-Meuse,51.29571643544366,4.000730239470389,,,23.78,7.0,6.4,2.8,83.8,BIS_Nederland
Rhine-Meuse,51.29478359348504,3.997890751130732,,,16.240000000000002,7.0,4.2,5.7,81.1,BIS_Nederland
Rhine-Meuse,51.29027317502822,3.996593953054077,,,20.880000000000003,7.2,5.9,7.5,80.1,BIS_Nederland
Rhine-Meuse,51.2897743747102,3.7476374897029574,,,2.319999999999999,7.9,6.4,7.0,86.6,BIS_Nederland
Rhine-Meuse,51.29266294058277,3.748466005433251,,,2.9,7.7,15.0,23.9,61.1,BIS_Nederland
Rhine-Meuse,51.29188144542447,3.7504297013279855,,,5.220000000000001,7.9,7.8,19.1,73.1,BIS_Nederland
Rhine-Meuse,51.330935233487594,3.7370483378348665,,,17.4,7.5,15.4,24.7,41.3,BIS_Nederland
Rhine-Meuse,51.251848994680955,3.9132403195018073,,,9.86,6.8,28.0,54.0,18.0,BIS_Nederland
Rhine-Meuse,51.321752387605834,3.8960657954099833,,,12.76,7.0,32.0,32.0,36.5,BIS_Nederland
Rhine-Meuse,51.259189297403886,3.939367294912928,,,13.919999999999998,7.2,35.0,45.0,20.5,BIS_Nederland
Rhine-Meuse,51.258910790128965,3.9386597137441353,,,12.18,7.1,34.0,42.0,24.0,BIS_Nederland
Rhine-Meuse,51.258373387273075,3.9388199850168046,,,9.86,7.3,20.0,39.0,40.4,BIS_Nederland
Rhine-Meuse,51.26142389428294,3.9239651491720986,,,14.5,7.5,4.5,8.0,86.4,BIS_Nederland
Rhine-Meuse,51.33747131201075,3.6486845926037064,,,4.639999999999999,7.6,17.0,28.0,55.0,BIS_Nederland
Rhine-Meuse,51.30887208878849,3.648050603526259,,,11.6,7.4,18.0,54.0,28.0,BIS_Nederland
Rhine-Meuse,51.309001032138525,3.712020614758736,,,13.919999999999998,7.7,14.0,21.5,59.9,BIS_Nederland
Rhine-Meuse,51.28753836591933,3.719975016231149,,,9.28,7.6,10.1,10.5,59.2,BIS_Nederland
Rhine-Meuse,51.26080004887546,3.8477577896505184,,,32.480000000000004,7.1,11.0,17.0,72.0,BIS_Nederland
Rhine-Meuse,51.26675299714905,3.8697697421941792,,,9.86,7.6,17.0,41.0,41.5,BIS_Nederland
Rhine-Meuse,51.30712624391258,3.8634821216537927,,,12.76,7.35,14.7,34.1,51.2,BIS_Nederland
Rhine-Meuse,51.320041035735414,3.780914097226286,,,7.54,7.4,15.2,57.8,27.1,BIS_Nederland
Rhine-Meuse,51.2904965483896,3.803028199554766,,,12.76,7.7,11.5,19.3,69.4,BIS_Nederland
Rhine-Meuse,51.29076612740253,3.803018866527909,,,9.28,7.7,6.6,8.5,85.1,BIS_Nederland
Rhine-Meuse,51.29218538512056,3.746475695567035,,,0.0,7.9,4.0,1.0,94.8,BIS_Nederland
Rhine-Meuse,51.3345770840701,3.5767456654217,,,17.4,7.5,18.0,48.0,33.0,BIS_Nederland
Rhine-Meuse,51.66833599660252,4.269067696318985,,,11.02,7.5,21.1,41.2,37.7,BIS_Nederland
Rhine-Meuse,51.463353940419125,3.6467584435188702,,,9.86,7.2,23.6,48.2,28.2,BIS_Nederland
Rhine-Meuse,51.44679874670083,3.6249462675531894,,,11.02,7.6,13.0,26.6,60.4,BIS_Nederland
Rhine-Meuse,51.46304423031468,3.626116608636436,,,19.72,7.5,15.7,38.8,45.5,BIS_Nederland
Rhine-Meuse,51.474986386441174,3.817197476060024,,,10.44,7.2,14.0,18.0,67.7,BIS_Nederland
Rhine-Meuse,51.495795357805875,3.8069735942292384,,,8.12,7.4,14.0,38.0,48.5,BIS_Nederland
Rhine-Meuse,51.53422255784842,3.8435481972437313,,,33.64,7.4,16.0,36.0,49.0,BIS_Nederland
Rhine-Meuse,51.52236613668601,3.625115598208132,,,10.44,5.9,14.7,32.8,52.5,BIS_Nederland
Rhine-Meuse,51.53728066493174,3.6304478651484016,,,13.34,7.7,26.9,49.7,23.4,BIS_Nederland
Rhine-Meuse,51.54922773597708,3.647794584445707,,,7.54,7.2,20.5,41.8,37.7,BIS_Nederland
Rhine-Meuse,51.55223297517877,3.617424052707795,,,11.6,7.7,25.5,50.4,24.1,BIS_Nederland
Rhine-Meuse,51.526500068000175,3.58668879734223,,,40.599999999999994,6.0,41.0,49.5,9.5,BIS_Nederland
Rhine-Meuse,51.53752315423448,3.6019659731630727,,,5.220000000000001,7.4,15.2,25.7,59.1,BIS_Nederland
Rhine-Meuse,51.53366078032201,3.705185807182508,,,20.880000000000003,7.4,22.4,34.4,39.7,BIS_Nederland
Rhine-Meuse,51.38551520161042,3.548430445599828,,,15.66,7.0,23.0,54.0,23.5,BIS_Nederland
Rhine-Meuse,51.49638978097072,3.726728542731747,,,77.72,7.0,31.0,45.0,24.0,BIS_Nederland
Rhine-Meuse,51.47915585167832,3.728653168250725,,,31.9,7.0,41.0,47.0,13.0,BIS_Nederland
Rhine-Meuse,51.46532690276912,3.631425890640232,,,12.18,7.2,12.2,40.6,47.2,BIS_Nederland
Rhine-Meuse,51.49059121291041,3.704762236940104,,,24.36,7.3,43.6,52.3,4.1,BIS_Nederland
Rhine-Meuse,51.47080083223395,3.633733924711621,,,22.62,7.3,23.7,52.8,23.5,BIS_Nederland
Rhine-Meuse,51.5123864210059,3.641855972075283,,,43.5,6.3,24.7,50.8,24.5,BIS_Nederland
Rhine-Meuse,51.53206167451757,3.651190520574651,,,9.86,7.1,19.9,48.9,31.2,BIS_Nederland
Rhine-Meuse,51.54545928337409,3.636259592506895,,,16.240000000000002,7.2,15.4,35.3,49.3,BIS_Nederland
Rhine-Meuse,51.56955729758804,3.587967361893314,,,8.7,7.5,18.6,38.9,42.5,BIS_Nederland
Rhine-Meuse,51.56569165903238,3.6156443555638,,,12.76,7.5,27.0,41.7,31.3,BIS_Nederland
Rhine-Meuse,51.55847207649309,3.504650253268366,,,13.919999999999998,7.2,21.8,50.7,27.5,BIS_Nederland
Rhine-Meuse,51.57178858132805,3.52775932512878,,,8.7,6.4,5.6,9.7,84.7,BIS_Nederland
Rhine-Meuse,51.56904724422462,3.5249862743861105,,,22.04,7.0,13.3,32.7,54.0,BIS_Nederland
Rhine-Meuse,51.467538521933754,3.538856593691926,,,25.52,7.2,30.6,45.1,24.3,BIS_Nederland
Rhine-Meuse,51.51925965445198,3.4641220011508875,,,8.7,7.2,32.0,40.9,27.1,BIS_Nederland
Rhine-Meuse,51.48318535896488,3.519285633490247,,,16.240000000000002,7.2,22.8,37.5,39.7,BIS_Nederland
Rhine-Meuse,51.48760259544029,3.5369614423768443,,,7.54,7.5,20.5,45.4,34.1,BIS_Nederland
Rhine-Meuse,51.548082964588744,3.460233851318039,,,15.66,5.1,11.7,18.2,70.1,BIS_Nederland
Rhine-Meuse,51.512654249675585,3.5208126615217634,,,11.6,7.2,32.4,48.4,19.2,BIS_Nederland
Rhine-Meuse,51.55112535391706,3.5514628097051357,,,18.56,7.6,35.8,49.2,15.0,BIS_Nederland
Rhine-Meuse,51.54203615990288,3.545197805516433,,,27.26,7.5,37.1,51.2,11.7,BIS_Nederland
Rhine-Meuse,51.54088679677795,3.563627030581209,,,5.8,7.2,27.7,47.5,24.8,BIS_Nederland
Rhine-Meuse,51.55804192564165,3.5770006145361393,,,8.7,7.3,16.6,44.7,38.7,BIS_Nederland
Rhine-Meuse,51.51944172575461,3.5738545225297784,,,8.12,7.3,26.5,40.8,32.7,BIS_Nederland
Rhine-Meuse,51.521171737329624,3.5505109972917843,,,8.7,7.4,35.1,48.9,16.0,BIS_Nederland
Rhine-Meuse,51.53969608314963,3.447829952070448,,,4.639999999999999,5.3,12.1,18.4,69.5,BIS_Nederland
Rhine-Meuse,51.571085944888445,3.5119179125515076,,,1.7399999999999998,5.2,1.4,0.6,98.0,BIS_Nederland
Rhine-Meuse,51.4956096274269,3.495225628350731,,,1.159999999999999,7.9,1.3,0.6,98.1,BIS_Nederland
Rhine-Meuse,51.46773949229661,3.523230244261807,,,1.7399999999999998,5.6,1.8,1.1,97.1,BIS_Nederland
Rhine-Meuse,51.559515206004235,3.527685062984939,,,19.139999999999997,6.8,30.9,49.3,19.8,BIS_Nederland
Rhine-Meuse,51.56574483137469,3.523679181276159,,,26.679999999999996,4.8,23.9,50.7,25.2,BIS_Nederland
Rhine-Meuse,51.52325134730757,3.489391015976288,,,6.38,7.2,48.2,48.6,3.2,BIS_Nederland
Rhine-Meuse,51.499497434338785,3.5415191849041054,,,6.959999999999999,7.3,26.3,51.5,22.2,BIS_Nederland
Rhine-Meuse,51.50526194280108,3.545030899210226,,,16.240000000000002,7.1,32.1,51.2,16.7,BIS_Nederland
Rhine-Meuse,51.47189394176951,3.5442221598293058,,,9.28,7.4,24.2,46.1,29.7,BIS_Nederland
Rhine-Meuse,51.47231920993605,3.537006910378759,,,20.880000000000003,7.1,14.5,26.2,59.3,BIS_Nederland
Rhine-Meuse,51.467684668113264,3.5452562517787047,,,13.919999999999998,7.5,24.0,38.9,37.1,BIS_Nederland
Rhine-Meuse,51.52454743870904,3.513982677284849,,,15.66,7.1,42.3,52.3,5.4,BIS_Nederland
Rhine-Meuse,51.524729443459606,3.5141193029500046,,,96.28,6.4,46.0,50.7,3.3,BIS_Nederland
Rhine-Meuse,51.51161389045531,3.526042452975421,,,2.9,7.3,34.7,45.5,19.8,BIS_Nederland
Rhine-Meuse,51.47179494020247,3.537963955246745,,,11.6,7.5,18.5,28.0,53.5,BIS_Nederland
Rhine-Meuse,51.558555655645655,3.538037112333897,,,6.959999999999999,7.1,25.7,49.0,25.3,BIS_Nederland
Rhine-Meuse,51.44688807100627,4.302847092534489,,,35.379999999999995,7.0,41.0,49.0,10.0,BIS_Nederland
Rhine-Meuse,51.4201791751014,4.25445490111505,,,27.26,7.1,31.3,37.9,30.8,BIS_Nederland
Rhine-Meuse,51.36536961393531,4.20282485637515,,,55.099999999999994,7.6,34.2,47.4,18.4,BIS_Nederland
Rhine-Meuse,51.36553913879803,4.201815224013918,,,16.240000000000002,7.7,11.9,14.0,74.2,BIS_Nederland
Rhine-Meuse,51.43176156698683,4.203257209640105,,,11.6,7.8,11.1,17.9,71.0,BIS_Nederland
Rhine-Meuse,51.42931640060427,4.214825189740162,,,8.12,7.6,6.7,8.2,85.1,BIS_Nederland
Rhine-Meuse,51.426739566225216,4.226826652098907,,,29.0,7.1,12.0,22.5,63.5,BIS_Nederland
Rhine-Meuse,51.421361540657955,4.2284013360957395,,,19.139999999999997,7.3,9.1,9.6,68.4,BIS_Nederland
Rhine-Meuse,51.57427729586807,4.343516833000272,,,13.919999999999998,7.3,14.0,33.4,52.6,BIS_Nederland
Rhine-Meuse,51.53310836466602,4.353830948289989,,,16.82,3.9,3.3,12.4,84.3,BIS_Nederland
Rhine-Meuse,51.538358424029035,4.389027703094408,,,18.56,5.4,6.0,23.0,71.0,BIS_Nederland
Rhine-Meuse,51.44201585523375,4.097838423057902,,,17.979999999999997,7.2,41.0,53.0,6.0,BIS_Nederland
Rhine-Meuse,51.3616303479828,4.025151437766443,,,7.54,7.5,10.2,34.3,55.4,BIS_Nederland
Rhine-Meuse,51.42511239231498,4.253325782041539,,,44.66,7.1,11.0,35.0,55.5,BIS_Nederland
Rhine-Meuse,51.44363790513973,4.301342103114032,,,18.56,7.4,33.0,59.0,8.5,BIS_Nederland
Rhine-Meuse,51.436002572250665,4.27333427556257,,,11.02,7.47,9.2,13.8,77.0,BIS_Nederland
Rhine-Meuse,51.387897170206905,4.291031075496104,,,14.5,7.0,23.2,35.1,41.7,BIS_Nederland
Rhine-Meuse,51.38075793118362,4.277555660121168,,,15.08,7.1,16.3,19.4,64.3,BIS_Nederland
Rhine-Meuse,51.393598879729936,4.27609386219994,,,12.18,7.0,35.7,33.6,30.7,BIS_Nederland
Rhine-Meuse,51.41415826187981,4.282780788415005,,,22.62,7.0,46.2,44.8,9.0,BIS_Nederland
Rhine-Meuse,51.49357456507649,4.026819490691357,,,92.8,5.0,25.0,59.0,16.0,BIS_Nederland
Rhine-Meuse,51.55556228108135,4.1526594450487835,,,34.8,5.0,29.4,59.0,11.6,BIS_Nederland
Rhine-Meuse,51.55270625336702,4.150357814593837,,,61.48,5.4,27.4,50.0,22.6,BIS_Nederland
Rhine-Meuse,51.55373342945427,4.1370633342258305,,,13.34,7.7,16.1,31.1,51.9,BIS_Nederland
Rhine-Meuse,51.55417617325377,4.11974679530905,,,11.02,7.6,9.8,27.6,62.6,BIS_Nederland
Rhine-Meuse,51.53538275627287,4.119262019741505,,,26.1,5.9,29.7,56.2,14.1,BIS_Nederland
Rhine-Meuse,51.54562240856453,4.268052445773058,,,15.66,4.0,4.9,8.8,86.3,BIS_Nederland
Rhine-Meuse,51.53655025998341,4.287735280790598,,,12.76,7.1,3.6,10.3,86.1,BIS_Nederland
Rhine-Meuse,51.565537320618986,4.29215377220725,,,9.28,6.1,21.8,43.2,35.0,BIS_Nederland
Rhine-Meuse,51.54854877685504,4.200214492136292,,,14.5,7.0,17.7,40.4,41.9,BIS_Nederland
Rhine-Meuse,51.43350058842105,4.10009284178141,,,15.66,7.2,21.0,55.0,24.0,BIS_Nederland
Rhine-Meuse,51.419102719769015,4.115164464306577,,,11.02,7.3,22.0,60.0,18.3,BIS_Nederland
Rhine-Meuse,51.4194768499589,4.1372956364816895,,,13.919999999999998,7.2,33.0,44.0,19.0,BIS_Nederland
Rhine-Meuse,51.421569278715175,3.891220273868339,,,18.56,6.9,31.2,56.6,12.2,BIS_Nederland
Rhine-Meuse,51.42228817527583,3.8911966822719304,,,9.28,6.8,26.4,60.7,12.9,BIS_Nederland
Rhine-Meuse,51.54994639581021,4.1028504166273745,,,13.919999999999998,6.9,18.0,30.0,52.0,BIS_Nederland
Rhine-Meuse,51.498262299242214,4.024086793875401,,,214.59999999999997,4.2,28.0,59.0,11.5,BIS_Nederland
Rhine-Meuse,51.56557074478817,4.029711157409143,,,139.2,7.9,36.0,56.0,9.0,BIS_Nederland
Rhine-Meuse,51.565294448198664,4.029142456083775,,,89.32000000000001,7.5,30.0,48.0,21.5,BIS_Nederland
Rhine-Meuse,51.49353130943727,4.026964797259302,,,84.68,3.9,21.2,54.6,24.3,BIS_Nederland
Rhine-Meuse,51.49371104131007,4.026959423443814,,,66.12,3.8,21.6,58.1,20.3,BIS_Nederland
Rhine-Meuse,51.493621175374,4.026962110357688,,,56.84,3.9,20.2,51.2,28.6,BIS_Nederland
Rhine-Meuse,51.423214521836975,3.7429838221105713,,,13.34,7.1,27.0,44.0,30.0,BIS_Nederland
Rhine-Meuse,51.446408791936626,3.865515447473375,,,13.919999999999998,7.2,19.0,39.0,42.0,BIS_Nederland
Rhine-Meuse,51.458848439409046,3.820488173331405,,,10.44,7.4,14.0,32.0,54.8,BIS_Nederland
Rhine-Meuse,51.45521112243916,3.8375931879592895,,,55.099999999999994,4.5,23.0,57.0,21.5,BIS_Nederland
Rhine-Meuse,51.45389185360721,3.8397964685893897,,,52.779999999999994,5.8,22.0,59.0,20.3,BIS_Nederland
Rhine-Meuse,51.45609509117728,3.870659970545791,,,11.6,6.0,15.4,54.8,29.8,BIS_Nederland
Rhine-Meuse,51.453888038272474,3.839508812546671,,,45.82,6.3,26.0,59.0,15.4,BIS_Nederland
Rhine-Meuse,51.41903760295239,3.78849863689755,,,9.86,7.2,37.7,49.8,12.5,BIS_Nederland
Rhine-Meuse,51.405594211045184,3.900368625479543,,,23.2,4.6,29.0,60.0,11.5,BIS_Nederland
Rhine-Meuse,51.43254283533341,3.8986984679195738,,,10.44,6.9,12.0,34.0,53.5,BIS_Nederland
